file;na;r;R;mpif;model;na;sol;z;bestlp;root;cuts;cuts;cuts;cuts;nodecount;time;status;gap
PSCLP_INSTANCES/GRID_PSCLP_n100_m50000_d1_100_f10_100_s5.dat; NA ;5.5;4; CPIF ;NZ; nobenders ;118393;118393;118393;118393;43;20;0;0;0;0.51568; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m100000_d1_100_f10_100_s1.dat; NA ;5.5;4; CPIF ;NZ; nobenders ;47978;47978;47978;47978;42;5;0;0;0;1.305504; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m100000_d1_100_f10_100_s5.dat; NA ;5.5;4; CPIF ;NZ; nobenders ;235567;235567;235567;235567;43;1;0;0;0;1.271681; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m1000_d1_100_f10_100_s1.dat; NA ;5.5;6; CPIF ;NZ; nobenders ;0;0;0;0;32;235;0;0;0;0.034549; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m1000_d1_100_f10_100_s5.dat; NA ;5.5;6; CPIF ;NZ; nobenders ;779;779;779;779;35;1088;0;0;0;0.060448; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m5000_d1_100_f10_100_s1.dat; NA ;5.5;6; CPIF ;NZ; nobenders ;0;0;0;0;32;288;0;0;0;0.204138; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m5000_d1_100_f10_100_s5.dat; NA ;5.5;6; CPIF ;NZ; nobenders ;4179;4179;4179;4179;33;335;0;0;0;0.103625; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m10000_d1_100_f10_100_s1.dat; NA ;5.5;6; CPIF ;NZ; nobenders ;0;0;0;0;31;166;0;0;0;0.164713; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m10000_d1_100_f10_100_s5.dat; NA ;5.5;6; CPIF ;NZ; nobenders ;9779;9779;9779;9779;33;701;0;0;0;0.347126; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m50000_d1_100_f10_100_s1.dat; NA ;5.5;6; CPIF ;NZ; nobenders ;0;0;0;0;33;318;0;0;0;2.025916; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m50000_d1_100_f10_100_s5.dat; NA ;5.5;6; CPIF ;NZ; nobenders ;46698;46698;46698;46698;98;283;0;0;0;1.887177; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m100000_d1_100_f10_100_s1.dat; NA ;5.5;6; CPIF ;NZ; nobenders ;0;0;0;0;31;309;0;0;0;4.251561; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m100000_d1_100_f10_100_s5.dat; NA ;5.5;6; CPIF ;NZ; nobenders ;91484;91484;91484;91484;32;628;0;0;0;6.520316; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m1000_d1_100_f10_100_s1.dat; NA ;3.4;4; CPIF ;NZ; nobenders ;34682;34682;34682;34682;16;21;0;0;0;0.005177; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m1000_d1_100_f10_100_s5.dat; NA ;3.4;4; CPIF ;NZ; nobenders ;45372;45372;45372;45372;8;7;0;0;0;0.002436; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m5000_d1_100_f10_100_s1.dat; NA ;3.4;4; CPIF ;NZ; nobenders ;174050;174050;174050;174050;15;26;0;0;0;0.013649; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m5000_d1_100_f10_100_s5.dat; NA ;3.4;4; CPIF ;NZ; nobenders ;220414;220414;220414;220414;8;8;0;0;0;0.0072; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m10000_d1_100_f10_100_s1.dat; NA ;3.4;4; CPIF ;NZ; nobenders ;354048;354048;354048;354048;16;18;0;0;0;0.02721; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m10000_d1_100_f10_100_s5.dat; NA ;3.4;4; CPIF ;NZ; nobenders ;445795;445795;445795;445795;8;11;0;0;0;0.013925; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m50000_d1_100_f10_100_s1.dat; NA ;3.4;4; CPIF ;NZ; nobenders ;1786276;1786276;1786276;1786276;17;27;0;0;0;0.261366; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m50000_d1_100_f10_100_s5.dat; NA ;3.4;4; CPIF ;NZ; nobenders ;2231812;2231812;2231812;2231812;8;9;0;0;0;0.102429; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m100000_d1_100_f10_100_s1.dat; NA ;3.4;4; CPIF ;NZ; nobenders ;3575217;3575217;3575217;3575217;17;27;0;0;0;0.693221; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m100000_d1_100_f10_100_s5.dat; NA ;3.4;4; CPIF ;NZ; nobenders ;4473082;4473082;4473082;4473082;8;9;0;0;0;0.242607; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m1000_d1_100_f10_100_s1.dat; NA ;3.4;6; CPIF ;NZ; nobenders ;29813;29813;29813;29813;14;20;0;0;0;0.006131; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m1000_d1_100_f10_100_s5.dat; NA ;3.4;6; CPIF ;NZ; nobenders ;43575;43575;43575;43575;6;4;0;0;0;0.002575; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m5000_d1_100_f10_100_s1.dat; NA ;3.4;6; CPIF ;NZ; nobenders ;145576;145576;145576;145576;15;20;0;0;0;0.018847; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m5000_d1_100_f10_100_s5.dat; NA ;3.4;6; CPIF ;NZ; nobenders ;208876;208876;208876;208876;6;4;0;0;0;0.007445; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m10000_d1_100_f10_100_s1.dat; NA ;3.4;6; CPIF ;NZ; nobenders ;294540;294540;294540;294540;16;27;0;0;0;0.039434; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m10000_d1_100_f10_100_s5.dat; NA ;3.4;6; CPIF ;NZ; nobenders ;422724;422724;422724;422724;6;5;0;0;0;0.015926; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m50000_d1_100_f10_100_s1.dat; NA ;3.4;6; CPIF ;NZ; nobenders ;1484139;1484139;1484139;1484139;15;26;0;0;0;0.347777; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m50000_d1_100_f10_100_s5.dat; NA ;3.4;6; CPIF ;NZ; nobenders ;2114746;2114746;2114746;2114746;6;5;0;0;0;0.123774; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m100000_d1_100_f10_100_s1.dat; NA ;3.4;6; CPIF ;NZ; nobenders ;2962951;2962951;2962951;2962951;15;26;0;0;0;0.906157; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m100000_d1_100_f10_100_s5.dat; NA ;3.4;6; CPIF ;NZ; nobenders ;4241627;4241627;4241627;4241627;6;5;0;0;0;0.368601; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m1000_d1_100_f10_100_s1.dat; NA ;5.5;4; CPIF ;NT; nobenders ;344;344;344;0;97;94;1;0;0;0.007543; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m1000_d1_100_f10_100_s5.dat; NA ;5.5;4; CPIF ;NT; nobenders ;3058;3058;3058;0;95;92;1;0;0;0.00496; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m5000_d1_100_f10_100_s1.dat; NA ;5.5;4; CPIF ;NT; nobenders ;2186;2186;2186;0;98;94;1;0;0;0.006567; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m5000_d1_100_f10_100_s5.dat; NA ;5.5;4; CPIF ;NT; nobenders ;12567;12567;12567;0;95;92;1;0;0;0.009427; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m10000_d1_100_f10_100_s1.dat; NA ;5.5;4; CPIF ;NT; nobenders ;4831;4831;4831;0;98;94;1;0;0;0.007392; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m10000_d1_100_f10_100_s5.dat; NA ;5.5;4; CPIF ;NT; nobenders ;24604;24604;24604;0;95;92;1;0;0;0.007615; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m50000_d1_100_f10_100_s1.dat; NA ;5.5;4; CPIF ;NT; nobenders ;24088;24088;24088;0;97;94;1;0;0;0.018956; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m50000_d1_100_f10_100_s5.dat; NA ;5.5;4; CPIF ;NT; nobenders ;118393;118393;118393;0;65;90;8;0;9;0.076301; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m100000_d1_100_f10_100_s1.dat; NA ;5.5;4; CPIF ;NT; nobenders ;47978;47978;47978;0;97;94;1;0;0;0.032965; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m100000_d1_100_f10_100_s5.dat; NA ;5.5;4; CPIF ;NT; nobenders ;235567;235567;235567;0;95;92;1;0;0;0.03453; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m1000_d1_100_f10_100_s1.dat; NA ;5.5;6; CPIF ;NT; nobenders ;0;0;0;0;96;94;0;0;0;0.004733; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m1000_d1_100_f10_100_s5.dat; NA ;5.5;6; CPIF ;NT; nobenders ;779;779;779;0;95;92;1;0;0;0.005815; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m5000_d1_100_f10_100_s1.dat; NA ;5.5;6; CPIF ;NT; nobenders ;0;0;0;0;96;94;0;0;0;0.008575; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m5000_d1_100_f10_100_s5.dat; NA ;5.5;6; CPIF ;NT; nobenders ;4179;4179;4179;0;95;92;1;0;0;0.00794; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m10000_d1_100_f10_100_s1.dat; NA ;5.5;6; CPIF ;NT; nobenders ;0;0;0;0;96;94;0;0;0;0.008684; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m10000_d1_100_f10_100_s5.dat; NA ;5.5;6; CPIF ;NT; nobenders ;9779;9779;9779;0;95;92;1;0;0;0.008486; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m50000_d1_100_f10_100_s1.dat; NA ;5.5;6; CPIF ;NT; nobenders ;0;0;0;0;96;94;0;0;0;0.018294; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m50000_d1_100_f10_100_s5.dat; NA ;5.5;6; CPIF ;NT; nobenders ;46698;46698;46698;0;95;92;1;0;0;0.023765; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m100000_d1_100_f10_100_s1.dat; NA ;5.5;6; CPIF ;NT; nobenders ;0;0;0;0;96;94;0;0;0;0.028652; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m100000_d1_100_f10_100_s5.dat; NA ;5.5;6; CPIF ;NT; nobenders ;91484;91484;91484;0;95;92;1;0;0;0.045203; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m1000_d1_100_f10_100_s1.dat; NA ;3.4;4; CPIF ;NT; nobenders ;34682;34682;34682;0;18;5;2;0;0;0.001872; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m1000_d1_100_f10_100_s5.dat; NA ;3.4;4; CPIF ;NT; nobenders ;45372;45372;45372;0;8;5;1;0;0;0.001933; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m5000_d1_100_f10_100_s1.dat; NA ;3.4;4; CPIF ;NT; nobenders ;174050;174050;174050;0;19;2;2;0;0;0.003305; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m5000_d1_100_f10_100_s5.dat; NA ;3.4;4; CPIF ;NT; nobenders ;220414;220414;220414;0;8;5;1;0;0;0.003076; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m10000_d1_100_f10_100_s1.dat; NA ;3.4;4; CPIF ;NT; nobenders ;354048;354048;354048;0;19;6;2;0;0;0.005312; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m10000_d1_100_f10_100_s5.dat; NA ;3.4;4; CPIF ;NT; nobenders ;445795;445795;445795;0;8;5;1;0;0;0.003978; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m50000_d1_100_f10_100_s1.dat; NA ;3.4;4; CPIF ;NT; nobenders ;1786276;1786276;1786276;0;17;6;2;0;0;0.020938; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m50000_d1_100_f10_100_s5.dat; NA ;3.4;4; CPIF ;NT; nobenders ;2231812;2231812;2231812;0;8;5;1;0;0;0.013698; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m100000_d1_100_f10_100_s1.dat; NA ;3.4;4; CPIF ;NT; nobenders ;3575217;3575217;3575217;0;19;5;2;0;0;0.038887; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m100000_d1_100_f10_100_s5.dat; NA ;3.4;4; CPIF ;NT; nobenders ;4473082;4473082;4473082;0;8;5;1;0;0;0.026301; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m1000_d1_100_f10_100_s1.dat; NA ;3.4;6; CPIF ;NT; nobenders ;29813;29813;29813;0;16;11;3;0;0;0.002555; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m1000_d1_100_f10_100_s5.dat; NA ;3.4;6; CPIF ;NT; nobenders ;43575;43575;43575;0;8;5;1;0;0;0.001907; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m5000_d1_100_f10_100_s1.dat; NA ;3.4;6; CPIF ;NT; nobenders ;145576;145576;145576;0;15;5;2;0;0;0.004487; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m5000_d1_100_f10_100_s5.dat; NA ;3.4;6; CPIF ;NT; nobenders ;208876;208876;208876;0;6;3;2;0;0;0.003958; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m10000_d1_100_f10_100_s1.dat; NA ;3.4;6; CPIF ;NT; nobenders ;294540;294540;294540;0;18;9;4;0;0;0.012997; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m10000_d1_100_f10_100_s5.dat; NA ;3.4;6; CPIF ;NT; nobenders ;422724;422724;422724;0;8;5;1;0;0;0.005215; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m50000_d1_100_f10_100_s1.dat; NA ;3.4;6; CPIF ;NT; nobenders ;1484139;1484139;1484139;0;16;10;3;0;0;0.038525; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m50000_d1_100_f10_100_s5.dat; NA ;3.4;6; CPIF ;NT; nobenders ;2114746;2114746;2114746;0;8;5;1;0;0;0.019409; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m100000_d1_100_f10_100_s1.dat; NA ;3.4;6; CPIF ;NT; nobenders ;2962951;2962951;2962951;0;18;11;3;0;0;0.074815; lpstatus: 101;0
PSCLP_INSTANCES/GRID_PSCLP_n100_m100000_d1_100_f10_100_s5.dat; NA ;3.4;6; CPIF ;NT; nobenders ;4241627;4241627;4241627;0;8;5;1;0;0;0.036772; lpstatus: 101;0
